,cell_name,total_mass_1mb_87,total_mass_1mb_95,total_mass_1mb_98,total_mass_2mb_85,total_mass_4mb_85,cell_line
243,cell533_K562_,1324.6744406982743,827.3756045618732,354.2562063250509,325.56833022540695,76.48714386715986,K562
244,cell263_HeLa_,1660.2285112646773,865.8214544385555,351.5756627157927,417.64121486523726,107.1606591636199,HeLa
245,cell440_HeLa_,1463.024354474846,831.2938689149914,339.9202467965757,374.7091767293815,94.10674652901479,HeLa
246,cell322_HeLa_,1739.6054903114912,898.2722331629091,358.96107376666805,446.0528640479801,114.22139625944278,HeLa
247,cell315_HeLa_,1201.8182424589804,792.4159899545105,344.60640477271204,289.4986977881209,84.07658664810313,HeLa
248,cell399_HAP1_,1623.4536419222222,924.4979488548184,370.88990704770185,403.1300024623235,94.21820162069633,HAP1
249,cell566_K562_,1693.2062415239438,893.9720239012986,358.2327072720236,436.7531460083138,106.85839765011806,K562
250,cell201_HeLa_,1393.7933760225496,834.269498089652,352.53380130337143,349.07695660025996,86.71469191308238,HeLa
251,cell557_GM12878_,986.472927625902,649.3695943138746,305.862624080383,244.3237351197175,58.4814282410535,GM12878
252,cell418_HAP1_,692.8945528074038,577.8777961648168,299.73749089260247,167.05432953516015,47.83659163379238,HAP1
253,cell585_K562_,1759.6150923852904,924.4633450423325,365.69517786527365,445.6598328307573,106.43812031559276,K562
254,cell259_HAP1_,1026.3434699645882,718.6411845966022,330.92785078680373,250.67919683073418,64.12272148890342,HAP1
255,cell23_HAP1_,1770.0056979281153,935.8465644140371,373.12563435880065,449.327768181619,105.6603041076859,HAP1
256,cell318_HAP1_,1504.625499833782,858.0643321339769,355.1986446678628,384.08821907984293,97.7179715307883,HAP1
257,cell394_HeLa_,1596.2999455228037,895.4424164189534,360.9163881618683,392.6246264823168,100.57472705150637,HeLa
258,cell76_HAP1_,1202.4633579442602,814.8319753401103,354.6719117894837,289.9782802356501,68.72117181134946,HAP1
259,cell280_HeLa_,1054.059260967926,744.0995876893619,335.41758130395175,261.99867702560914,63.641852798812934,HeLa
260,cell32_HeLa_,1588.0185213245836,869.2441638065408,358.42539389206377,408.5626911306465,99.86548290997614,HeLa
261,cell518_K562_,1654.9023708055947,879.9553524897451,360.9330649838612,421.73984536762237,100.17043783156052,K562
262,cell409_HeLa_,1332.3563275130023,827.9274717049311,346.8129922868782,324.47860162406664,76.21253498008475,HeLa
263,cell50_HeLa_,1518.764341703107,881.5556974831377,362.8444161379963,385.63445637636323,92.14980755491632,HeLa
264,cell67_HeLa_,1831.097419386729,896.6326884651872,360.34072593293905,490.25417868750884,131.71397178134586,HeLa
265,cell309_HeLa_,1367.4151196481384,819.6818629634535,343.08674640533894,347.06271764282315,75.91715932910367,HeLa
266,cell385_HAP1_,1415.2515286811724,846.4210444381846,352.2262151612131,352.0010754394072,88.78574663783397,HAP1
267,cell143_HeLa_,1493.6912798918954,865.4017322238399,354.5528892012651,374.8029874463863,85.93393406610785,HeLa
268,cell613_K562_,1221.8209940430063,771.8476751421144,334.6533912969901,304.11423917693753,71.30947258890316,K562
269,cell602_K562_,1083.274811904524,745.5798169352935,335.22880854784125,259.45992386378964,64.4843457980471,K562
270,cell152_HeLa_,1501.0751957949105,862.7974992214864,353.59170079109157,374.8842539316219,95.17952766401778,HeLa
271,cell165_HeLa_,1364.478852308982,839.9374111565356,349.74270112828,339.4778836018271,81.78318855923807,HeLa
272,cell41_HeLa_,1406.5759982737723,817.7136032917654,351.52694894203916,352.1658833285096,86.18593030353259,HeLa
273,cell130_HeLa_,1564.7013302133182,884.7171463234649,360.966612202851,392.2584628190899,99.4689367401157,HeLa
274,cell107_HeLa_,1452.4661593849378,844.310318191674,355.20464503830584,357.0345220581688,87.36298961203381,HeLa
275,cell494_HAP1_,1088.4996994496291,721.2798324958123,317.05246709739174,269.071822682372,67.76391786554544,HAP1
276,cell98_HAP1_,1443.004725600088,848.6061533474342,348.8914883828159,358.6668791603546,91.0580242219193,HAP1
277,cell509_K562_,1189.4811752461335,774.8597540035522,339.9820380034595,294.80187781130917,80.41949498959431,K562
278,cell14_HeLa_,1539.9635759402877,877.9409858051706,364.24793134384095,385.0141405335114,92.22457342410269,HeLa
279,cell291_HeLa_,809.670199461906,591.0086517629557,284.8590553334213,206.0404932886973,61.25290501662858,HeLa
280,cell174_HAP1_,1457.7210904162735,860.8999601526459,361.0787423124164,360.4005567829636,86.17830463817904,HAP1
281,cell89_HeLa_,1647.9726223219054,887.2196187115891,362.5099134100313,421.79422731103915,109.75176607398087,HeLa
282,cell594_K562_,1861.4024649312114,949.7062167015107,367.12082925883465,485.13947003346766,110.74738097718124,K562
283,cell248_HAP1_,1190.3547668787437,785.852952684344,339.3927921556275,298.4099912434625,80.7415924887398,HAP1
284,cell116_HAP1_,1014.2981925753916,718.6406496584882,323.6072540098042,255.82761401867327,59.600109250165346,HAP1
285,cell0_HeLa_,1798.4948556528739,888.3933225122639,352.27062019548015,458.59396001286467,110.31722721738566,HeLa
286,cell485_HeLa_,1087.3625178134926,727.0147854486003,331.9951541304318,282.89844842581516,69.4264700078403,HeLa
287,cell601_GM12878_,791.027839973958,613.2714716026697,302.4526793257756,193.7228052699881,50.5598994618532,GM12878
288,cell121_HAP1_,2027.30605445153,940.6968988452397,360.4559839992738,537.908343154397,136.68875943676517,HAP1
289,cell540_K562_,1852.6111479196359,941.0318316532487,372.11999327750647,480.6987301616675,114.82012470055005,K562
290,cell210_HeLa_,1708.4667936526666,871.9392869258502,356.72898251765196,432.51196201742766,107.27263716483807,HeLa
291,cell272_HeLa_,1730.4648301083957,905.7665387136808,361.7846143062708,437.7575179429354,103.71947374378195,HeLa
292,cell522_K562_,1587.95531827782,871.5170905938121,358.8766270959446,394.1757916874967,104.38195703494384,K562
293,cell84_HAP1_,1660.4873978850035,891.3641601204982,358.54070269761405,423.19224846690037,93.39178847272314,HAP1
294,cell515_K562_,1742.8448819339405,928.8725220897973,370.1985911993469,432.67077990120686,105.39738273195758,K562
295,cell197_HAP1_,1613.729519100125,846.217664423056,343.8250999560393,419.2213815914439,104.29640788129944,HAP1
296,cell366_HeLa_,1441.1965285749784,861.2701053708104,351.2158540867897,369.012276776846,89.55130842059994,HeLa
297,cell488_HAP1_,1063.358159274454,681.9456386167942,311.5495783832904,267.2282122448786,60.29178493234532,HAP1
298,cell351_HeLa_,1505.73195545736,833.9883096705285,349.1932961285513,371.9500083555485,95.92751210952052,HeLa
299,cell527_GM12878_,1213.8274222567584,713.8168114327126,306.77811103873387,311.77739949172087,73.01351034116719,GM12878
300,cell605_GM12878_,1042.3650180291343,729.0222987909361,331.7135264289234,264.850157141975,63.05866036577273,GM12878
301,cell168_HAP1_,1478.5838633153191,840.1132734376131,353.4021482625898,366.6663557760446,90.959541042655,HAP1
302,cell477_HAP1_,966.3103983595257,713.2438071902051,326.0832700970653,237.0782291629801,57.55861000618302,HAP1
303,cell236_HAP1_,1545.3013685105216,865.5111502700104,355.9717412021257,384.968050529923,96.58707201822845,HAP1
304,cell340_HAP1_,783.2141523153894,623.5275808435014,321.45271125435875,195.33296353260806,47.671655046139655,HAP1
305,cell415_HAP1_,1302.6249350231828,813.4058874737223,351.9175405048255,318.43420434391163,79.58785702610581,HAP1
306,cell377_HAP1_,800.2019696924706,622.9593788045254,308.40351674238605,187.38692235209209,44.820997082464224,HAP1
307,cell186_HeLa_,1725.019087679859,904.3691105724893,362.6382704021074,443.0084742162943,101.9058505942434,HeLa
308,cell95_HeLa_,1607.432835391302,883.0367982039547,367.59013211294365,414.3329849481373,99.05780887143571,HeLa
309,cell588_K562_,1244.1212256283593,806.4507618284778,346.69379846260233,305.4272156551251,73.10348103141314,K562
310,cell31_HeLa_,1657.5483804929613,882.5408481040615,361.90873290603065,428.21773338390585,108.53098626915309,HeLa
311,cell122_HeLa_,1686.847007072076,895.4143940035573,362.2613184975015,422.36825525294194,107.78017763245398,HeLa
312,cell578_GM12878_,1789.1716083101953,907.9074002027021,360.8191282627602,466.74847537678227,114.46678749805982,GM12878
313,cell199_HAP1_,2067.037054469941,980.0369385466821,372.53147116608807,545.8103231306482,126.49134968573912,HAP1
314,cell486_HAP1_,1111.4006074286979,755.2003582098943,338.58345964689136,272.9931583362737,62.622290928251516,HAP1
315,cell368_HeLa_,1491.0604247036101,852.1720932108944,355.20084214560546,368.33042701738964,101.50648009952454,HeLa
316,cell229_HeLa_,1344.2643681605919,833.2202074718931,356.08409539695515,340.8198844189542,92.64179776067408,HeLa
317,cell579_K562_,1314.274151385671,773.7013472085756,326.338171590396,324.93319451054356,71.31941243177212,K562
318,cell64_HeLa_,1621.1745103409103,857.8374575256875,347.3445830670764,408.78234570636744,111.31047103198011,HeLa
319,cell140_HeLa_,1777.9287788118622,895.483127718859,358.38623543198537,468.20730966118015,114.37954051269304,HeLa
320,cell610_K562_,778.176881412626,592.7207013992823,291.92486521088415,183.91304818220715,54.421623130566026,K562
321,cell386_HAP1_,909.4271842602717,690.2467035831446,330.7844550263204,217.40447932054903,52.96993319471538,HAP1
322,cell497_HeLa_,531.3697945452861,466.2216899974707,273.66245952368314,122.33182183256847,30.88561534111445,HeLa
323,cell188_HeLa_,1330.9540119272729,826.3154722909092,355.78193105454545,329.73625800182776,79.07137483849763,HeLa
324,cell586_K562_,1060.9951941450008,763.5344025834464,341.2051579649915,263.8524202294477,62.152277929962125,K562
325,cell166_HAP1_,736.0116716953901,570.5396147961246,297.43283884496725,178.3213304402746,45.68525671408201,HAP1
326,cell479_HAP1_,797.2038020654772,608.7640654516377,299.28201730301294,193.98119759214168,51.381283949468134,HAP1
327,cell151_HAP1_,1453.1513123555692,833.2153501961116,349.3563815847893,364.7601806014583,87.8107219778687,HAP1
328,cell283_HeLa_,1678.891840448784,885.3231358407787,357.66220752074605,436.0552151533664,110.73769488735137,HeLa
329,cell42_HAP1_,781.1009083924521,622.456588757134,317.36871372868336,188.59737906198603,51.0592147961725,HAP1
330,cell416_HeLa_,1630.0049303626938,879.6439343525313,357.4458453733362,412.14447928782,102.33244092507573,HeLa
331,cell109_HeLa_,1298.2647277127228,845.8451741730512,357.0817233519635,322.1650193768259,71.76677172441154,HeLa
332,cell374_HeLa_,1197.6715217484852,763.3828919839922,333.0523031243148,303.79797969833584,70.48626835172911,HeLa
333,cell530_K562_,1647.7005728474894,908.0209758917084,361.43542989884406,420.0984727658184,101.432123498425,K562
334,cell260_HeLa_,1429.4864615057722,848.0386642113464,357.4706353141157,361.43584391262453,88.96810683373602,HeLa
335,cell257_HeLa_,1768.298859172759,914.785021159805,362.69401662819763,444.66166045276134,102.77135456275974,HeLa
336,cell507_K562_,1688.8728127102643,907.8976168254727,363.94041629587826,424.40468166695905,107.5431299669743,K562
337,cell321_HeLa_,1473.530411699329,861.6224629312974,361.33721582374704,374.3342671835862,88.16425669587092,HeLa
338,cell202_HeLa_,1523.751200112311,863.7374493710804,355.3149501201684,380.97126626383135,86.5369826543219,HeLa
339,cell552_K562_,1695.3793816268612,902.9862039688967,361.48784880930924,438.1999243903433,102.58590808556585,K562
340,cell565_K562_,1125.6094365738754,749.0782536909834,334.291431422435,273.7324384398157,62.47295611433459,K562
341,cell87_HeLa_,1523.1345654993515,842.6447800284427,349.33756010693094,399.5770305695594,102.23809609752341,HeLa
342,cell271_HAP1_,1342.6618378556543,834.5266375115814,352.55206514071415,329.96426695048126,73.59763896129886,HAP1
343,cell352_HAP1_,1327.4249340955298,825.7000969722651,349.7003689427986,328.314470001217,84.46587998942118,HAP1
344,cell430_HAP1_,1086.4686609058726,770.2452671797021,331.2588971411742,264.6390577381698,71.21133861467493,HAP1
345,cell118_HAP1_,1927.0542759608684,895.2766966525626,352.6862840906174,518.3305489703239,139.17984174525063,HAP1
346,cell407_HAP1_,1180.8083662945228,765.8670247166438,339.2405861943846,286.36420270433456,67.86645062069414,HAP1
347,cell224_HAP1_,1463.3678588428925,827.9282647018483,343.9923273657289,375.8073479415208,90.2614083785803,HAP1
348,cell213_HAP1_,1900.4999499270293,992.624051165825,370.53064417174926,479.9723921315825,118.31424655781953,HAP1
349,cell316_HAP1_,1682.1121115306419,874.1441449053416,354.9135341800227,426.48376121686556,101.28181169025956,HAP1
350,cell474_HAP1_,1221.5503642503318,761.8438287538997,329.75420063293785,298.0433871161073,79.42371179439377,HAP1
351,cell443_HAP1_,723.5877529574901,595.7607000476664,307.067071109763,169.16044141956885,45.18865240896344,HAP1
352,cell78_HAP1_,1635.480148446125,869.5968725843918,350.8171118038424,420.80257285532275,98.89767494876554,HAP1
353,cell235_HAP1_,1424.0961653981549,846.8094304076822,359.9436899161382,356.28406682411463,90.54074847039863,HAP1
354,cell508_GM12878_,1403.991394666226,869.7856166115787,365.8060252663986,338.21276953333637,83.48930661450481,GM12878
355,cell185_HeLa_,1669.1045300272908,891.0330614769881,355.5311361785667,424.17353201297874,96.32845522989082,HeLa
356,cell604_GM12878_,1207.4360956973587,747.1057286039231,323.28786444538645,301.9569128960185,88.27074277211702,GM12878
357,cell343_HAP1_,1278.2236281599276,830.2444250327192,351.15351714361543,306.4244797141463,70.1033722653481,HAP1
358,cell421_HAP1_,1286.1342339622324,815.9262507600838,341.2038819167624,325.87287745533104,74.36408922720761,HAP1
359,cell96_HeLa_,1599.9660554212387,877.2938452137411,354.6794707617099,405.3605079763024,89.22187076203184,HeLa
360,cell69_HeLa_,1363.7158647721258,828.0003273976711,353.2044581223916,346.96627059895286,88.94612492806542,HeLa
361,cell574_K562_,1514.8131172013818,839.1816578483244,348.09632469994517,395.2740900495551,103.11967138269415,K562
362,cell543_K562_,1854.7683804594826,933.3893241456436,360.72551496818437,472.7847921973636,118.9894948872855,K562
363,cell452_HeLa_,1348.0140844477646,828.2625214381162,350.66744983743854,337.3382179127726,83.47324689856656,HeLa
364,cell330_HeLa_,1589.9963329758825,859.8535177358649,349.88606783153557,405.68906823607676,96.57255288702953,HeLa
365,cell307_HeLa_,1455.433231751688,876.2140414206142,364.3134826480615,363.70607847183834,90.93507734464563,HeLa
366,cell465_HeLa_,788.0943807836652,631.8480832121916,321.97236298218877,194.75763519080547,51.137054433771624,HeLa
367,cell246_HeLa_,1575.2517444649507,874.7829720110523,356.55119331667254,397.4681841929033,99.6859131108817,HeLa
368,cell521_K562_,1233.289911566943,843.2956618373111,356.96112661260446,300.2242859860444,69.75952346134285,K562
369,cell194_HAP1_,1226.9648974561592,791.8651981565757,341.948716543714,305.00396209268206,73.86891080835292,HAP1
370,cell365_HeLa_,1103.9835697495678,760.6459711211364,330.17259427970737,282.4017177959952,69.3592661726054,HeLa
371,cell292_HeLa_,1440.155752279189,853.8495714201842,354.04859474465536,366.78104294917665,88.05825283854304,HeLa
372,cell53_HAP1_,1410.2512106503198,868.4113375176253,366.52645507747144,354.7921619971004,77.34433834995667,HAP1
373,cell600_GM12878_,1271.241548076541,816.0511219467892,348.5269522668831,302.44773224365474,75.76376456742868,GM12878
374,cell468_HAP1_,1570.216269607265,872.6230516380127,355.39527066871096,396.02989999750594,92.96795611039347,HAP1
375,cell177_HAP1_,1518.614704261563,855.5146379499841,354.31838623489784,374.9891541992851,103.96467381247403,HAP1
376,cell597_K562_,1341.5038846871362,812.7930735746668,340.90025777442344,338.9902151676042,85.06171648074672,K562
377,cell617_GM12878_,1578.9754391585916,823.2168786249663,336.0586591755954,416.8473612679246,107.09900233270041,GM12878
378,cell115_HAP1_,1169.1719947382517,811.9536257736061,350.83086657754836,282.99100297613086,66.06907782743124,HAP1
379,cell3_HeLa_,1745.4352918261234,885.3001915500008,354.39916678777314,445.67519623670665,107.45953991713988,HeLa
380,cell397_HAP1_,1261.6395156367275,776.3119139354517,331.8162171628722,313.4804706419284,80.51032740855067,HAP1
381,cell75_HeLa_,1532.2048267843638,894.4288173475262,366.1100870311212,380.10484712368725,90.40561236229551,HeLa
382,cell568_K562_,1655.2361459828849,907.0831501856426,363.6044214007226,420.5761812850325,93.54234122348777,K562
383,cell238_HeLa_,1400.4508025466027,823.2304927596028,353.76085887672133,355.66186404456624,89.8733823967282,HeLa
384,cell104_HeLa_,1703.5520956870319,908.0156128347841,364.15481314745443,431.42675015302376,98.48212253936985,HeLa
385,cell379_HeLa_,1596.4222518251136,855.9768772769158,347.4899039815889,409.6744690730811,100.21927710896803,HeLa
386,cell133_HeLa_,1483.0166331583346,865.0789470946022,362.3828528288624,375.15017711896894,85.64168172918224,HeLa
387,cell20_HeLa_,1514.0333736873936,818.275890842755,342.0796968266857,386.0066975829118,103.32991352097093,HeLa
388,cell17_HeLa_,1398.5138829263365,862.4919831729758,361.7206905477411,345.1858879293906,83.553003723974,HeLa
389,cell618_K562_,1274.719895874121,788.1796722583994,339.1522307028956,312.37939638734184,73.47216107832585,K562
390,cell335_HeLa_,1645.3537810784926,903.6164942020339,369.1902791206933,407.0059289627347,108.33176083792264,HeLa
391,cell221_HeLa_,1654.066207670935,882.2980861819269,360.5202494548415,426.6186136474073,104.63725528583589,HeLa
392,cell360_HeLa_,928.1030574572995,673.8186461762018,318.57805167784363,225.5813855194176,67.66311507667072,HeLa
393,cell191_HAP1_,1094.245561090705,780.8756415077816,338.74149696310906,273.17150434942573,62.57589391449739,HAP1
394,cell82_HAP1_,1650.8878324080913,876.5204092780106,359.4869923237822,427.3863198496823,94.92134581607574,HAP1
395,cell243_HeLa_,1484.8585877146418,839.2265952668452,349.5015759682823,365.58143166048643,92.45247484729848,HeLa
396,cell513_K562_,1852.676441541248,928.0570454656714,361.20018538738725,499.77214703683654,119.66345992846452,K562
397,cell230_HAP1_,1256.2922480587342,812.6138696002761,347.2946586356431,306.7948743919992,73.93854943419257,HAP1
398,cell446_HAP1_,1315.1441250988946,808.8122203324141,342.84782880259837,318.4300308705676,80.98691028943715,HAP1
399,cell471_HAP1_,1391.4275398185414,870.5735171450938,360.42707542500386,342.6679214736339,82.97768142706235,HAP1
400,cell93_HeLa_,1674.963330612175,917.5620776684091,363.1535940658805,430.6094618653414,106.93807207718447,HeLa
401,cell265_HAP1_,1556.3055323809338,894.7602741491878,361.90519144758485,382.6780542851394,90.00115711327112,HAP1
402,cell413_HAP1_,879.8032674272378,680.2961708995222,330.4533316517014,215.9500789681667,47.232946225578544,HAP1
403,cell70_HeLa_,1441.0438732872228,865.690057261223,362.02370567017056,360.0781937347913,84.0323941799758,HeLa
404,cell286_HAP1_,1511.8179006705673,868.2103828377549,360.24321551655044,384.41665274284355,94.18770146053647,HAP1
405,cell47_HeLa_,1505.93398353902,863.5807182331034,353.0656229472964,375.6905464032753,90.14154553176215,HeLa
406,cell329_HeLa_,1164.7847410901977,750.3190029020342,325.8712171332438,298.87049523067407,64.68792489752994,HeLa
407,cell392_HAP1_,1831.6173576032475,918.861577414961,364.5367276780123,485.5635450178824,115.4448681508363,HAP1
408,cell163_HeLa_,1342.9202952539863,819.8203436599358,349.2386391013,337.9673709525923,79.13640472643611,HeLa
409,cell12_HeLa_,1627.9588469856103,892.5109463824584,361.8905167851375,406.7665534654154,99.15391356989676,HeLa
410,cell268_HeLa_,1765.0722433300843,875.6698989789006,352.0385176313175,447.1619999077499,124.52195805735116,HeLa
411,cell603_GM12878_,1211.16694016557,784.1337080992439,334.7969189875082,311.2429731632978,72.55288510629498,GM12878
412,cell538_K562_,1801.1429020801943,902.8605518035375,363.85174303692213,484.40602474845275,120.05252349054956,K562
413,cell25_HeLa_,1782.8313261406695,934.124833984532,369.2418557286726,449.9084699960897,114.02540401145674,HeLa
414,cell429_HeLa_,1570.2002077216625,902.8166619743968,363.5701320854261,396.10409775688106,96.904499198698,HeLa
415,cell492_HAP1_,1456.6731438647485,856.4353690966225,348.1643130511531,369.2677097680324,90.12005714462909,HAP1
416,cell383_HeLa_,979.8129638500684,659.9169634612848,296.87906053221695,246.66603146688323,71.33497309432897,HeLa
417,cell338_HAP1_,1427.2527134696488,893.3927891374001,367.44190257465544,349.96082916574596,87.18828600275373,HAP1
418,cell297_HeLa_,1363.609129486551,845.8057290345849,359.54743557231177,334.8680787634072,77.74585144999142,HeLa
419,cell56_HAP1_,1225.7306501752907,816.7075204027826,356.8845894181318,299.34987560275914,78.06696651752874,HAP1
420,cell110_HAP1_,1433.0870797268767,862.3711193289624,359.28668296517634,362.91731134170743,83.04052637761795,HAP1
421,cell483_HeLa_,1204.265749742483,771.9883739638005,337.4705449551185,300.9927579343561,72.68670244316542,HeLa
422,cell438_HAP1_,1281.8690219567175,826.3957810284335,354.1001305609189,317.62759800653555,74.61054667974801,HAP1
423,cell34_HAP1_,1337.6846127358087,858.1863535904141,360.0022494947358,332.67102638940463,77.1798640651187,HAP1
424,cell279_HAP1_,1391.9425008268645,846.7869764003192,354.34864102414446,346.2162082270524,83.73190774394635,HAP1
425,cell592_K562_,1504.7779453113717,865.5948768698873,351.34488748821366,385.68073257007455,98.64724502361578,K562
426,cell136_HAP1_,1322.8290031422362,866.198559817883,365.6170784072882,323.5909653339412,85.44592264749781,HAP1
427,cell101_HAP1_,1624.280873710426,865.917517640172,353.6506721414319,416.9352783839147,116.70924088386369,HAP1
428,cell154_HAP1_,1141.73221373245,782.4411335303272,346.91310562481425,282.69226303917003,66.92333679018184,HAP1
429,cell6_HAP1_,1169.9228952189937,796.5944797762459,343.50658081250447,280.6090745282587,62.2168740473334,HAP1
430,cell127_HeLa_,1759.7143664195391,895.0548298224705,356.76027817331953,457.19421415424006,114.3666894304196,HeLa
431,cell172_HeLa_,1446.9853193517636,847.6814159381781,349.12923960002433,365.99250786169375,88.09600485344097,HeLa
432,cell615_K562_,1324.4526118219796,803.7716509333763,338.3505915505099,346.9877201070808,81.77968653689176,K562
433,cell145_HeLa_,1764.1885403994559,884.7756164434318,351.21782339222455,451.31906153511216,112.91661451309184,HeLa
434,cell542_GM12878_,1729.4098172946597,879.4573662239089,355.1161030089455,454.60079370036317,103.18495395073722,GM12878
435,cell61_HeLa_,1408.8412855408765,850.6424739297329,353.6442861638654,358.4240528064403,86.43608803360594,HeLa
436,cell402_HAP1_,1399.2744034159573,858.060988801461,352.1679222278916,347.4147531156599,86.53133870683438,HAP1
437,cell357_HAP1_,1495.9930623834061,835.8631079648375,351.80026676738066,372.9321131262602,95.69928425688656,HAP1
438,cell435_HAP1_,1171.0890195625957,791.7374401272656,349.1204622568205,285.7744246626727,63.494190102256496,HAP1
439,cell39_HAP1_,2095.972410316419,950.663051723789,366.42441633500505,562.7780371772865,150.05360108087416,HAP1
440,cell274_HAP1_,1129.8805011246523,772.8856629504996,339.5654795857609,279.3406292603223,66.42873844257882,HAP1
441,cell302_HAP1_,1802.7918165777262,881.5572344998002,342.6278351188512,491.42193456164546,123.11716578286797,HAP1
442,cell460_HAP1_,1372.691584005488,829.0148340698022,346.5215201460471,334.5142886923069,84.98532286862635,HAP1
443,cell457_HAP1_,873.8698126898466,624.6343206145875,297.56394187930016,218.6525273581733,53.559457650431604,HAP1
444,cell148_HAP1_,1582.3004366317518,860.1092495126245,352.0005088530038,407.7705882942173,94.51836900044657,HAP1
445,cell216_HAP1_,1639.8427810894004,856.4047355175471,351.234132946882,416.00534346511813,106.88488021505958,HAP1
446,cell252_HeLa_,1498.4663293840194,869.2797473187716,360.55680161715986,376.77150595471267,91.1044516216966,HeLa
447,cell28_HeLa_,1666.5264121611808,899.8327600953185,357.173491552046,423.4899269553082,114.1594695667129,HeLa
448,cell535_K562_,1487.6769189995794,865.9631946164882,354.05603945450457,366.1387085538246,95.02823883313117,K562
449,cell346_HeLa_,1424.8164948242181,828.9959557636007,349.3223391764892,353.4733946514341,86.05381498182209,HeLa
450,cell546_GM12878_,1399.439110398007,811.2541955105967,344.59177198971867,351.8567729802408,81.01429520321852,GM12878
451,cell424_HeLa_,1507.124144006726,885.8183318669555,363.25056453632214,374.29051653457225,98.5833984582275,HeLa
452,cell180_HAP1_,1951.6482741993,916.3071357786339,356.7862401645724,523.8791402744471,137.48438473211516,HAP1
453,cell371_HeLa_,1523.8703117493446,873.8712678314062,356.13337225839905,376.16142616106805,95.24489837462589,HeLa
454,cell560_K562_,1771.368537204779,907.3571231155124,362.5024431198928,458.15147167354024,116.2641619185516,K562
455,cell551_GM12878_,1016.6177565632458,725.0320120136226,332.89087769166827,263.8636358345776,61.87631152272495,GM12878
456,cell207_HeLa_,1444.2588633881946,842.9966087045449,353.14544852741466,359.4601877319536,95.84027698038199,HeLa
457,cell159_HeLa_,1536.7064988796728,844.7158211800779,346.2800817642203,377.5671232699315,94.0601312185968,HeLa
458,cell609_K562_,977.2918705970206,702.7822571285292,322.6120188064846,233.13388963174847,64.05317803360556,K562
459,cell324_HeLa_,1353.8000588436685,797.8614445585656,341.0002621217957,339.05867950570484,82.1656992047979,HeLa
460,cell313_HeLa_,1589.9980232713322,882.1041221579535,359.651736452907,412.9064421150388,95.51231535709968,HeLa
461,cell423_HeLa_,819.3698635702032,655.4127308941409,323.58822320908325,189.8118462829175,47.11281061425187,HeLa
462,cell187_HAP1_,1335.411696317616,836.1134397733986,358.3366134614679,325.5063218513232,78.57703400235526,HAP1
463,cell505_K562_,1594.1493955495998,893.8052181527501,363.7204237233791,391.0469402705029,89.41589416399819,K562
464,cell18_HeLa_,1696.536253507691,924.4457220631716,369.4849601779522,426.6361752823537,104.7164213724414,HeLa
465,cell94_HAP1_,1466.193245239441,857.1867935512811,361.4143831076904,359.44926890330623,92.13830204295353,HAP1
466,cell562_GM12878_,1133.5099180139143,766.8199277011535,340.8087571367789,280.8649400388333,66.91268786917185,GM12878
467,cell532_K562_,1760.4751703222632,910.0642753428463,359.47648118833797,439.2359310051237,110.1895370840363,K562
468,cell323_HeLa_,1240.673429859582,803.2644562667268,345.9412239317511,305.73759260278837,72.68481253289654,HeLa
469,cell476_HeLa_,1493.6299062996832,870.4179158162976,351.968135126907,370.8793749123035,89.12561334765117,HeLa
470,cell169_HeLa_,1363.0295900436213,836.6305978788945,349.856925637262,336.5495299898649,79.03658800633835,HeLa
471,cell237_HeLa_,1401.0546405164587,875.424024481046,364.637576722434,342.2176719482867,79.17107831240511,HeLa
472,cell567_K562_,1559.724032479056,866.1256268731186,351.0000433380042,399.06596799277935,99.54224092096564,K562
473,cell550_K562_,1782.5102567200613,898.879860090024,353.1216000360423,461.4195917071404,113.11161327399581,K562
474,cell598_K562_,1794.9474045479726,903.2268832725274,357.24872153102865,454.0318698634369,114.91022704287504,K562
475,cell489_HeLa_,975.4077096103573,734.5334588918008,338.95521735853094,236.83284096327506,56.128956321776684,HeLa
476,cell196_HeLa_,1567.2233832521679,888.6212385195232,364.5833443016457,394.3258265448653,96.63421833924536,HeLa
477,cell405_HAP1_,1001.2129429912072,747.9220156537842,338.1323791445285,252.0647084367845,61.752065252909226,HAP1
478,cell432_HAP1_,1715.0574348558405,898.5005201624887,354.66173882889126,445.4166189270338,109.11981410555863,HAP1
479,cell350_HAP1_,628.6330201994369,526.0110622333556,296.04521412344803,151.1167335991509,32.80226627322827,HAP1
480,cell226_HAP1_,1306.621340669938,745.2274229246942,317.72108657413156,329.988425055232,92.00274466587156,HAP1
481,cell467_HAP1_,712.9078309064073,538.3373654850959,279.8560227035788,174.44907098944157,50.390522615616696,HAP1
482,cell305_HAP1_,1332.1236470299036,849.4454100465102,359.51443298164565,324.8297174574303,77.16428596893947,HAP1
483,cell332_HAP1_,1234.8194723448412,812.4839990481112,345.6229062196505,303.4419008733231,75.14193710984387,HAP1
484,cell249_HeLa_,1716.321988480611,913.3464377091647,366.24938956585095,430.99840196900345,106.71256135338616,HeLa
485,cell519_K562_,987.0732228436789,701.3217696645278,319.2682656784362,240.25697834264756,59.98074713955947,K562
486,cell484_HAP1_,1542.0839321244953,850.0326406236385,353.52051079094895,387.3088529055691,92.0210655279536,HAP1
487,cell1_HAP1_,1478.1524734566474,886.7580446449966,368.76176082037887,359.442230600324,85.21711046148474,HAP1
